title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating
‘Great workplace’,Customer Service Representative,"Great leadership, lots of opportunity for career progression. Great working environment with great people. Emphasis on excellent customer service while still looking after employees",Well i worked in the contact centre. Enough said,Recommends working here: Yes,Rates salary as: Average,4 years ago,"East Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,4.0,4.0,4.0
‘I enjoyed the many benefits from working with nab and enjoyed working with my team at the branch I worked at.’,Customer Advisor,"Great Benefits, good hours, many opportunities throughout the bank",Bank jargon if you don't come from a banking background.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Springvale, Victoria, Australia",5.0,5.0,4.0,4.0,5.0,5.0,5.0
‘Overall it is not somewhere I would recommend to people with the changes over the past few years’,Assistant,"The customers, the contact that I had with them over the years and on a daily basis",It is very hard to have progression in the business. The changes are poorly managed and too many programs to use on a daily basis,Recommends working here: No,Rates salary as: Average,6 months ago,"Norwest NSW, Australia",1.0,1.0,1.0,1.0,1.0,2.0,1.0
‘The exact opposite of enjoyable. ’,Marketing Consultant,"- I didn’t have enough work to do, perhaps 25-50% capacity. When I told management i was bored, they just didn’t care. So the result was I had an amazing work life balance.
-some of the people are amazing","-the culture hasn’t changed and doesn’t seem likely too. The upper management is still trying to do whatever shifty things they can get away with and that mentality trickles down. 
- I actually never met my people leader. It’s the most horrible work culture I have ever been in. ",Recommends working here: No,Rates salary as: Average,3 months ago,"Melbourne VIC, Australia",1.0,5.0,1.0,2.0,3.0,4.0,2.0
"‘Diverse place to begin and develop, but not for long term career growth or work life balance.’",Derivatives Team Leader,"Diversity and equal opportunity, a huge company means various opportunities within the organisation. Best part for me was having a prayer room.","Management always running lean, cutting costs which means sacrificing employee benefits and not putting much into employees' wellbeing.",Recommends working here: Yes,Rates salary as: Average,3 months ago,"Melbourne VIC, Australia",4.0,1.0,3.0,2.0,1.0,4.0,3.0
‘Good place to work if not for poor communication and unreasonable targets’,Service Advisor,"Stable employer, lots of benefits and advancement apportunities. Family friendly when required. Good when need leave due to unfortunate circumstances",Poor communication of new policies. Inreasonable targets which can be met but many people meet by selling products not required by the customer and are rewarded,Recommends working here: No,Rates salary as: Average,4 years ago,"Rhodes, New South Wales, Australia",4.0,4.0,3.0,3.0,4.0,3.0,3.0
"‘I'm currently on workers compensation, due to lack of support from management, so my high regard for an employer I have worked for for 20 years, doesn't deserved to be rated.’",Lending Associate,A great bunch of people you get to work with within business unit - only,"Management inexperienced to address problems with external stakeholders. Lots of shifting the blame. Work like balance, apparently they promote, but can improve dramatically. The amount of departments touching one file.  Customer at the end of the transaction, no welcome letter or personal touch to make customers feel welcome.",Recommends working here: No,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",2.0,2.0,3.0,3.0,3.0,3.0,1.0
‘You really do just feel like a number in an evolving monster inside a large corporation with out potential’,Nab Valuations,NAB as a corporation offers a good work life balance and the drive for a  50-50 male-female employee,NAB Valuations is a young company within a larger  corporation that is consistently changing its expectations via confusing instructions/directions and often imposes unrealistic KPI's.  Which could explain why NAB valuations posesses such a high and well above corporate level employee churn.,Recommends working here: No,Rates salary as: Average,2 years ago,"Queensland, Australia",1.0,4.0,3.0,3.0,2.0,4.0,3.0
"‘I had worked at the NAB for about 12 years, initially as a contractor, and finally through a consultancy. I had enjoyed the challenges, work colleagues, and the working ethics.’",Technical Lead,Transparency. Management stile was a lot better than some other accounts I have worked with.,Flexi desking. Do not like it. It can be a challenge to sit within your own team as it is first come first serve.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,4.0,5.0,4.0,3.0,5.0,4.0
"‘Trying hard, but could do better with a few simple changes’",Project Manager,"Everyone is friendly, helpful and sharing.  Lots of scope for improvement, so you can feel like you might be able to change things for the better.","Stagnation, while some people manage to get promoted, its largely a mystery to most of us how.  Pay rises didn't happen, and the management communication got even worse over the last year,",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",2.0,4.0,4.0,3.0,3.0,3.0,4.0
‘Not fantastic good for short term role while finding a meaningful job’,Adviser,Good people lots of friendly faces. Allocated time to learn and completed elearning modules,My managers often ask team members for assistance on basic queries. The management is a new team with little knowledge about the business unit. Staff morale is low because the workload is very heavy and the support of management is lacking. ,Recommends working here: No,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",2.0,2.0,1.0,1.0,1.0,1.0,1.0
‘I now understand why people hate the big banks’,Consultant,"Flexible work practices, eg working from home","Poor and unreliable IT systems, very average and even poor people leaders, lots of rhetoric but no follow through, below market salaries and a growing resistance to pay bonuses notwithstanding record profits",Recommends working here: No,Rates salary as: Low,2 years ago,"Sydney NSW, Australia",2.0,3.0,3.0,2.0,3.0,3.0,2.0
"‘Initially quite exciting, quickly repetitive and non challenging l.’",Customer Adviser,Work life balance - good hours for a uni student ETC ,"Low staff numbers due to cutbacks, transition to self service banking was too quick ",Recommends working here: No,Rates salary as: Low,3 months ago,"Canberra ACT, Australia",1.0,4.0,3.0,3.0,2.0,2.0,3.0
"‘Company with great perks and opportunities, although they don’t give it to people who work hard. No they give it to just anyone who ask in the most spectacular way.’",Servicing,"Not much at all, management is pathetic. Micro managing from 19-22 year old socialites",Trying to come to work and not jump out the 6th floor- NEVER WORK IN DIRECT SERVICING. Much happier now in a small bank and my salary is a lot higher,Recommends working here: No,Rates salary as: Low,2 years ago,Docklands,1.0,1.0,3.0,1.0,5.0,5.0,1.0
‘Addicted to downsizing when budgets under stress’,Consultant Transformation,Great employee benefits,"Job titles reflect salary level  and not work function, so impossible to know who does what. In 9 months we were plagued by constant restructures to balance the books.  - the last one resulted in retrenchment of my team in order to make budget.",Recommends working here: No,Rates salary as: Low,3 years ago,Melbourne,3.0,4.0,4.0,2.0,4.0,4.0,3.0
‘Good company to work for as nobody is perfect’,Customer Service Team Member,People Working environment,"No enough space for move to management for high performers.
Not team rewarded enough for multi skilled people as they stuck with base salaries",Recommends working here: Yes,Rates salary as: Average,4 years ago,"East Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
"‘Mediocre management aside, working at NAB can be rewarding.’",Senior Analyst,"Colleagues were generally very good (bright, professional and engaging). 
Modern open plan office in well positioned building.
Flexible work environment (work from home, etc).","Poor to mediocre management, particularly around resourcing.
Poor project planning and implementation.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",2.0,4.0,5.0,2.0,3.0,4.0,4.0
"‘Mixed, enjoyable work and challenges, difficult managers at times.’",Analyst,Great people.  Flexible work from home option.Clean environment. New facilities. Reasonable pay and benefits.Nice location for publicr transport and car parking.,Internal promotion. High manager turnover.Management persistence to go through line structure rather than to direct source.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",3.0,3.0,3.0,3.0,3.0,2.0,3.0
‘Finance suitable for silo thinkers and accepting of it and not disrupting the status quo’,Manager - Finance,Depending on the team - you can work remotely,"Master servant relationship between managers and teams. General management do not know how to execute strategy so fumble along blaming others. NAB values are good on paper but not practised across the bank. 

Recruitment benchmark to industry jobs and pay about 80% of market rate",Recommends working here: No,Rates salary as: Low,2 years ago,"Melbourne, Victoria, Australia",2.0,2.0,1.0,1.0,1.0,3.0,1.0
‘A culture that promotes genuine leadership and care for employees’,Insights And Analytics Manager,Great career promotional opportunities as well as the ability to explore different areas/careers,Frequent organisational restructures often impacting mid/senior leaders and stability/direction of business units,Recommends working here: Yes,Rates salary as: High,3 months ago,"Docklands VIC, Australia",5.0,5.0,4.0,4.0,4.0,4.0,4.0
‘Throughout my 28 years faced many challenges but worked with many great team members and enjoyed meeting and helping customers with their financial goals’,Home Loan Specialist,"Great organisation to work for, many roles within organisation to work in",Meeting sales targets,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘I am not going to apply any job fromNAB and also I will not suggeste my friends and relatives to works at NAB.’,CA2,"Compare to the other bank I used work, the back office service is not professional at all, the products are not comparable with other banks, the pay is the lowest within the other 3 banks I used work.",The lowest pay and the manager would like to get the best results! I do know how does this canna happen.,Recommends working here: No,Rates salary as: Low,2 years ago,"Glen Waverley, Victoria, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘NAB used to value their employees now to cut cost they don't and the just shuffle managers from other departments to ran a new department but they don't have the knowledge or ability to’,Business Analyst,Flexible working hours and place,Having new managements that don't understand or know the work or how it can be done questioning when you ah e explained to them many times it can not be done.,Recommends working here: No,Rates salary as: Low,2 years ago,"Victoria, Australia",1.0,3.0,1.0,1.0,4.0,3.0,1.0
‘Well I had a mixed feeling once I left as our lead was not supportive and she kept the staff she wanted in the end ’,Mortgage Settlements Role,Staff was good and work colleagues ,Opportunity for growth and improvement management very unsupportive ,Recommends working here: No,Rates salary as: Average,3 months ago,"Docklands VIC, Australia",2.0,2.0,3.0,1.0,3.0,1.0,1.0
‘A good opportunity if you are willing to work hard and know where you are going.’,Business Banking Associate,"If you get into the right area and are lucky enough to have a good team and good manager, NAB is a fantastic place to work. Unfortunately there are more bad teams and bad managers than there are good so this isn't as easy as it sounds.","I have worked in both good and bad teams and the bad really give the whole bank a bad name. The other down side is NAB is a massive company so you are only ever a number, with more than 20,000 other employees.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",3.0,3.0,3.0,2.0,3.0,3.0,3.0
‘Overall positive but there are many ways that higher level management hold up progression’,Inbound Mortgage Sales,"Staff benefits, it is good to work for a respected Australian company.","Limited opportunities to move to other parts of the business, managers agendas can stop individuals careeer progression after mortgage sales",Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,3.0,4.0,3.0,3.0,3.0,3.0
‘Great place to work but...’,Software Test Manager,"Great workspace. Loved the openness.
Lots of opportunity to play other roles when team members go on long term leave - given the size of the organisation and the variety of functions carried out by the bank, there's lots of opportunity to learn and grow.",The politics in the organisation is sometimes too much to deal with. Each manager attempts to drive their own agenda as opposed to working towards a single corporate goal and that gets in the way of achieving what is possible. This is especially true for the IT Services organisations.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Docklands, Victoria, Australia",4.0,4.0,4.0,4.0,5.0,5.0,4.0
"‘Great opportunities, flexible working hours & non salary financial benefits.’",Analyst,"Great work life balance, community support and opportunities, non salary financial benefits such as discounted products and corporate rates with other businesses, fantastic career opportunities.","The banking industry constraints, stigma associated with working for a bank is often negative, can be jn some areas male management orientated, IT infrastructure could be improved.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,4.0,5.0
‘Great place to work provided you have a touch of resilience.’,Product Manager,"Good culture in digital and innovation business unit, but lacking in other areas due to constant restructuring with newly established teams.",Complexity with decentralised technology delivery model leading to organisation running in circles.,Recommends working here: Yes,Rates salary as: High,1 year ago,"Docklands VIC, Australia",3.0,5.0,5.0,4.0,5.0,2.0,4.0
"‘Every day you wonder if you will still have a job at the end of the day, regardless of performance.  ’",Manager,There are no good things about working at nab presently,The lack of job certainty.  The lack of opportunity and the lack of meaningful work,Recommends working here: No,Rates salary as: Low,3 months ago,"Melbourne VIC, Australia",2.0,4.0,1.0,1.0,2.0,2.0,1.0
‘Work life balance excellent.  if your a mother their the best company very accommodating.  or life you just want to do your job and go home and have security.  work here.’,Merchant Services/Banker,Work with Great people.  Work/life balance with family.,"KPI'S 
TARGETS
SCORE CARDS
Too be able to move to other job areas you must have all the above spot on or your stuck in the same position.  Its also a who you know.",Recommends working here: No,Rates salary as: Average,3 years ago,Melbourne,3.0,5.0,4.0,3.0,4.0,5.0,3.0
‘Great working environment’,Senior Analyst,"Work life balance, career development. Nab take care of its employees",The normal Big organization challenges.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Docklands, Victoria, Australia",5.0,5.0,5.0,5.0,3.0,5.0,5.0
‘Nice for the first or second year but not much career development. Maybe it’s more on the leadership management’,Team Member,Met some nice friends but all have left due to better opportunities elsewhere.  Good thing is the location and building is new,"Unnecessary challenges, would prefer to focus on more career development ",Recommends working here: No,Rates salary as: Low,1 year ago,"Docklands VIC 3008, Australia",1.0,3.0,2.0,1.0,1.0,1.0,2.0
‘For me nab were very good only because I gave significant years of service. Middle management was great. However poor leadership at the to’,Senior Manager,Good training but only years ago,"Poor executive leadership, poor strategy and execution of strategy and alleged defalcation at the top",Recommends working here: No,Rates salary as: Low,3 months ago,"Melbourne VIC, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
"‘Great for meeting people, bad for the career.’",Senior Product Controller,Some good people and generally a good work/life balance. Good reporting system did make my job easier. Communicating with other teams worked well and most people were approachable.,"Several bad IT systems and failures in these were so frequent that it at times was a struggle to get work done. Failures in IT systems did not seem to lead to any actions which produced results.
Due to the little focus on the trading side of the business, and especially the infrastructure supporting this, there were not many career opportunities.",Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",2.0,4.0,3.0,2.0,2.0,3.0,2.0
‘Poor Management Support Model - Sink or swim from Day 1!’,Branch Manager,Customers and colleagues.  Some good products.,"Serious lack of training for regional staff when new to bank, however your targets and responsibilities start from day one.  While city staff receive 6 weeks of hands on training in branch I recieved a total of 4 days of informal training from someone with no training expertise.  The same performance and sales targets are set for rural branches as for city branches. The NAB sales model directly contradicts their promoted 'Fair banking' for customers and does not support responsible banking and lending practices. The NAB values are folowed very loosely by some Senior Management, my People Leader put sales results before people and allowed some unethical banking practices of Managers who 'got results'.  Ancient and very cumbersome legacy IT hardware and software with minimal integration between systems.  Online knowledge resources desperately need updating, there is a mountain of information to wade through as succeeded information is not removed, and may not reflect current practice, and does not support comliance.  Inept HR department.",Recommends working here: No,Rates salary as: Average,3 years ago,,2.0,2.0,2.0,1.0,3.0,3.0,2.0
"‘Not for progression, but great as a referral for your next role’",Personal Banker,"Salary and work life balance is a plus, management are reasonable when it comes to adjusting shifts with propper notice.","Management could be better, very poor if I have to be honest, lots of thinly veiled threats, poor training routines and lacking in organisation skills.",Recommends working here: No,Rates salary as: Average,9 months ago,"Rhodes NSW, Australia",2.0,3.0,1.0,1.0,4.0,3.0,2.0
"‘At times being a NAB employee was good, but after hearing of the outcomes of the Royal Commission, I wasn’t so proud.’",Trust Administration Officer,"Good people to work with, management in my area was good, hours were flexible which suited me.","Don’t practice at upper management what they forced us to learn and take as done by everyone, had to jump backwards through hoops for a small bonus. It wasn’t good enough to do your work really well, it was necessary to go above and beyond which wasn’t always possible.",Recommends working here: No,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",3.0,3.0,3.0,3.0,3.0,3.0,3.0
"‘As a mother with kids, it was terrible, no work life balance, did not consider the fact that I had a kid I had to work 10am to 9pm. They make one work like a robot. Overall experience, TERRIBLE’",Personal Lender,"None, no support from my team leader, it was always what I did wrong and not what I did well or what arrears I needed to work on.","Work life balance, as a new staff, I was assigned a new team leader who was also new in his role, made it impossible for me to achieve my target and was stressful, I lost 10kg in two months due to the stress",Recommends working here: No,Rates salary as: Low,4 years ago,"Sydney, New South Wales, Australia",2.0,1.0,4.0,1.0,2.0,1.0,1.0
‘Absolutely love working at NAB’,Senior Business Analyst,Work Life balance is great,It gets quiet sometimes. But there are plenty of things that can be worked upon in the quiet time,Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,5.0,4.0,4.0,4.0,5.0,5.0
‘Professional environment’,Senior Consultant,"Work flexibility, ability to work from home",Some management personalities were difficult,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,3.0,3.0,3.0,4.0,4.0
"‘Play the politics game and you will succeed, rely on your qualifications and work ethic you will not.’",Retail,"The people you work with are usually intelligent, thoughtful and inspiring",Upper management makes mistakes and blames everyone under them.  Also the culture of 'looking after' individuals with promotions not quantified is still very evident even in this age,Recommends working here: No,Rates salary as: Average,2 years ago,"Queensland, Australia",3.0,1.0,1.0,1.0,2.0,3.0,1.0
‘An eye opener to say the least.’,Banking Advisor,"The people. the workers, aka humble workers.","Management - its like High school. If you are apart of the cool clique, you will go places. if you are not part, good luck. Micro management. All the failed managers are now in senior positions, and as one would think, the company is heading the wrong way cos the wrong people are in the right jobs.",Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",2.0,2.0,1.0,1.0,3.0,2.0,1.0
"‘Great first employer, providing great experience’",Team Leader,Big company with room to move laterally,Competition for positions and salary could be better,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",3.0,4.0,4.0,4.0,3.0,5.0,4.0
‘I enjoyed my time and would definetly consider going back into this postion one day’,Customer Advisor,"Great customer building
friendly work colleges","Not balancing 
hard customers
violent customers",Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,3.0,3.0,3.0,3.0,3.0,4.0
‘Very good’,Banking Advisor 2,"Working Monday to Friday, no weekends",Work load and targets,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Mornington, Victoria, Australia",3.0,2.0,4.0,3.0,3.0,4.0,4.0
‘Awesome people and target - not complimentary organisation’,Senior Business Analyst,Great team and willing to get it done! ,Too many people involved in getting small things done ,Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Avoid this workplace. ’,Analyst,Amazing opportunity to work with fabulous customers ,Management removed from reality ,Recommends working here: No,Rates salary as: High,3 months ago,"Wodonga VIC, Australia",1.0,2.0,1.0,1.0,2.0,1.0,1.0
"‘Tired, watered down company. No wonder they’re last out of all the big banks.’",Consultant,Work from home access,Managers are beyond poor. Zero skills in actual people management. People are treated like widgets and engagement is deplorable.,Recommends working here: No,Rates salary as: Average,2 years ago,"Docklands VIC, Australia",1.0,3.0,2.0,1.0,2.0,3.0,2.0
‘Middle level managers are a big problem ’,Associate Senior Associate,The colleagues are generally very helpful ,Serious Workplace issues in regards to employee welfare not taken seriously. ,Recommends working here: No,Rates salary as: Average,3 months ago,"Docklands VIC, Australia",2.0,3.0,2.0,1.0,3.0,3.0,2.0
‘Demoralizing and depressing ’,Customer Service Representative,Colleagues I worke with,Management don't care ,Recommends working here: No,Rates salary as: Low,3 months ago,"Perth WA, Australia",1.0,3.0,2.0,1.0,1.0,1.0,1.0
‘Capable & competent workforce’,Senior Manager,"Support for working families 
Flexible working ","Pay doesn’t move
Hard to get a good role within the bank unless you have good connections ",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Melbourne VIC, Australia",3.0,4.0,4.0,3.0,4.0,2.0,3.0
"‘Crazy place terribly messed up from making too much money, very inefficient and lazy.  Everyone doing their own thing.’",Manager,Flexibility and freedom,Frozen middle of management,Recommends working here: No,Rates salary as: Average,3 months ago,"Melbourne VIC, Australia",2.0,4.0,2.0,1.0,2.0,2.0,2.0
‘NAB is like a family’,Customer Advisor,Very friendly environment. Fantastic Branch manager and team. Very supportive coworkers. ,"Can be hard to meet goals each week, however, if you ask for help, it will always be given. ",Recommends working here: Yes,Rates salary as: High,1 year ago,"QLD, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Learning experience ’,Fraud Officer,"Workmates, working conditions ","Customers, high level management ",Recommends working here: Yes,Rates salary as: Average,6 months ago,"Melbourne VIC, Australia",4.0,3.0,3.0,2.0,3.0,3.0,4.0
‘Rewarding’,"Associate, Client Services","Team work, great management",Poor technology and too much beaurocy,Recommends working here: Yes,Rates salary as: High,4 years ago,"North Sydney, New South Wales, Australia",3.0,5.0,5.0,5.0,4.0,3.0,4.0
‘Neutral.’,Finance & Project Management Professional,Generally well set up.,Overcrowded. Flexi-desking a challenge (very territorial). Sometimes overly flexible; unable to locate colleague where necessary. Additionally too much work goes offshore.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Docklands, Victoria, Australia",2.0,5.0,4.0,3.0,2.0,3.0,4.0
‘I Love everyday at NAB!’,Home Loan Specialist,Fantastic culture! Fantastic Support! Fantastic Training! Fantastic Organisation!,"Outdated systems, Multiple Platforms, Achievable but challenging expectations.",Recommends working here: Yes,Rates salary as: Low,2 years ago,"Docklands, Victoria, Australia",5.0,4.0,5.0,3.0,4.0,5.0,5.0
"‘Overall the friendships, memories and achievements far outweigh any negatives!!’",Business And Syndication Adviser,Truly wonderful staff and great working envirnoment!,"Outdated and cumbersome technology, both hardware and software.
Workload, funding for staffing and timeline expectations were ridiculous, I literally  lived to work for most of the 9 years I was there.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,1.0,5.0,3.0,5.0,3.0,4.0
‘Quite happily surprised by how much I am enjoying working here’,Learning And Development Role,"Culture, opportunities, ","Some teething issues with adoption of tech, which is expected given the size of the company. ",Recommends working here: Yes,Rates salary as: High,6 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Great for uni students and those wanting a career in finance’,Hardship Associate,Friendly colleagues,Micro management,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Docklands, Victoria, Australia",4.0,4.0,4.0,4.0,3.0,4.0,4.0
‘Negotiate your salary well before you join as the bank does not offer much pay rise at all.’,IT Service Manager,Some technology areas like IB are good.,Senior management is very disconnected from the real life challenges.,Recommends working here: No,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",2.0,4.0,2.0,1.0,2.0,3.0,2.0
‘NAB Values encourage excellence in the workplace’,IT Analyst Programmer,"Excellent work conditions and offerings via the staff club, work life balance and career opportunities",Project deadlines are quite challenging to meet;,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Needs improvement with incentives and management ’,Associate,Flexible working arrangements ,Bad workplace culture. Bank continuously cuts staff bonus  and sets high targets ,Recommends working here: No,Rates salary as: Average,6 months ago,"Perth WA, Australia",2.0,4.0,2.0,2.0,2.0,2.0,2.0
‘Good company overall’,Major Incident Manager,Flexibility great work life balance and great people to work with.,Too many restructures,Recommends working here: Yes,Rates salary as: Average,4 years ago,"East Melbourne, Victoria, Australia",3.0,4.0,3.0,3.0,4.0,3.0,4.0
‘Worst culture and negative impact on people’s lives.’,Manager,Very few good people left.,"Senior leadership, structure of leadership, leadership severely out of touch with human aspects of people and the work life needs of their staff. Bad working culture.",Recommends working here: No,Rates salary as: Average,1 year ago,"WA, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Good experience but bad  managerial experience.’,Customer Service Representative,Lot of opportunities for development.,Very hierarchical structure and no transparency and can be at the controlling end of the supervisor.,Recommends working here: Yes,Rates salary as: Low,2 years ago,"Melbourne VIC, Australia",4.0,4.0,4.0,2.0,4.0,4.0,3.0
‘Inconsistent’,Team Lead,"There is a genuine focus on work life balance, more so than other workplaces.",There can be a variety of experiences working at NAB depending on what role you are in and what business area.  Some have been very good but other experiences have been almost toxic.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,4.0,4.0,3.0,3.0,3.0,3.0
‘17 years / must be ok. :)’,Banking Advisor,"Career opportunities 
Job satisfaction","Staff changes 
Economy",Recommends working here: Yes,Rates salary as: Average,4 years ago,Kingaroy /murgon,4.0,3.0,3.0,2.0,4.0,5.0,4.0
‘Good company to work for.’,Head Of Department,Work life balance. Career opportunities.,Inertia. IT a barrier to progress.,Recommends working here: Yes,Rates salary as: High,6 months ago,"Docklands VIC 3008, Australia",4.0,4.0,4.0,4.0,4.0,4.0,4.0
‘Good place to grow yourself!!’,Customer Adviser,"Good employee benefits, team work and work culture.",Shortage of staff all the time,Recommends working here: Yes,Rates salary as: Low,4 years ago,,3.0,3.0,4.0,3.0,4.0,5.0,4.0
‘A good company to work for when you are starting out in finance’,Senior Financial Planner,The culture,Management and a lack of leadership,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Campbelltown, New South Wales, Australia",2.0,3.0,4.0,3.0,3.0,5.0,3.0
‘Great culture and supportive management with great work life balance’,Branch Manager,Great culture supportive with work life balance,Staffing in branch,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,4.0,4.0,4.0,3.0,4.0,4.0
‘Think twice ’,Customer Service Role,Some minimal home loan benefits as staff.,"Very difficult to take any leave.
Salary at its lowest.
Career opportunities are given to outside sources.
",Recommends working here: No,Rates salary as: Low,6 months ago,"Sydney NSW, Australia",1.0,1.0,1.0,1.0,2.0,2.0,1.0
‘I’ve been made redundant twice in 10 years ’,Senior Business Banking Associate,The local team was fabulous to work with. ,"Being regional, the Bank has no care factor",Recommends working here: No,Rates salary as: Average,3 months ago,"Albany WA, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Good place to work’,Senior Analyst,Big company many opportunities,Heavily regulated. Risk averse. Lots of paperwork,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,4.0,4.0,4.0,4.0
‘Its okay.’,Servicing,Work life balance. Depends on manager who you deal with if theyre understanding.,"Too many hierarchies
Things dont get done that quickly
Politics",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Docklands VIC, Australia",3.0,5.0,2.0,1.0,3.0,3.0,1.0
‘Good career starting point’,Service Advisor,Flexibly in working arrangements and working with good people.,"Challenging role, with limited training.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,4.0,3.0,4.0,5.0,5.0,4.0
"‘It was one of the best working experiences I have ever had, miss working in nab bank ’",File Quality Analyst,Team leader & higher authorities are really good ,It takes time to become permanent employee ,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Rhodes NSW, Australia",5.0,5.0,4.0,5.0,5.0,5.0,5.0
‘Really good website. Very reliable ’,Customer Service Representative,"Easy access  
Get notifications in gume",Selecting more positions ,Recommends working here: Yes,Rates salary as: High,3 months ago,"Gladstone QLD, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Could have been a great place to work.  could have been.’,Small Business Manager,Flexibile work/life arrangements,"Excessive targets, little support and resources",Recommends working here: No,Rates salary as: Average,4 years ago,"Toowoomba, Queensland, Australia",2.0,4.0,2.0,2.0,2.0,2.0,2.0
"‘Started well, left on a sour note.’",Senior Analyst Programmer,"I had one good manager, then when they 'let him go' things went to heck. Think they were trying to get rid of my team.",Too much bureaucracy,Recommends working here: No,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",1.0,3.0,2.0,1.0,2.0,2.0,3.0
‘Work and lifestyle balance is fantastic.’,Accountant,Work from home flexibility. Easy to progress or change career path.,Salary could be higher. Contractor rates make perminant staff feel devalued.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,4.0,4.0,4.0,5.0,5.0
‘Couldn't have asked for a better place to spend 6 years and further my career’,Strategy Analyst,Great company that looks after talent,Working in Docklands.,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Docklands, Victoria, Australia",5.0,4.0,5.0,5.0,4.0,5.0,5.0
‘Exciting environment with plenty of young peers’,Unit Pricing Analyst,Structured working environment,Very difficult to moveup in the organisation.,Recommends working here: Yes,Rates salary as: Average,4 years ago,,4.0,3.0,4.0,4.0,4.0,5.0,3.0
‘Cool place to work’,Consultant,Cooperative stuff and management,Not easy to move around as it should be,Recommends working here: Yes,Rates salary as: Average,4 years ago,,3.0,5.0,5.0,4.0,4.0,5.0,5.0
‘Flexibilty. I work in an environment that allows you deliver results in a flexible work environment.’,Program Manager,Great culture,Making the changes needed to be competitive and making them quickly,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",4.0,5.0,4.0,4.0,4.0,5.0,4.0
