title,job_title,pros,cons,recommendation,salary,date,location,career_opportunity_rating,work_life_balance_rating,work_env_rating,management_rating,benefits_rating,diversity_rating,overall_rating
‘Corporate ladder climbers will thrive.’,Senior Consultant,"Office location, global brand, onboarding and support.","Encouraged an \""Aim to be famous\"" culture, which ultimately encouraged stepping on colleagues for a chance at 15 seconds of fame.",Recommends working here: No,Rates salary as: High,4 years ago,"Sydney, New South Wales, Australia",3.0,4.0,3.0,3.0,3.0,4.0,3.0
‘One of the better big 4 companies to work for’,Manager,Good parental support and options for mothers back to work,Upper management roles are very sales focused which does not suit everyone,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,3.0,4.0,3.0,3.0,4.0,4.0
‘Great Corporate with excellent career opportunities.’,Senior Manager Finance,"Flexibility & work life balance.
Career opportunities.
Working environment. All inclusive.","Whilst flexible, expectations are long working hours.",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,4.0,5.0,4.0,5.0,5.0,5.0
‘Very good! ’,Financial Controller,Good initiatives and they aim to look after their people and ensure you are happy. ,None really.. alot of new systems to learn.,Recommends working here: Yes,Rates salary as: Low,6 months ago,"Sydney NSW, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0
‘Diverse’,Consultant,Great experience with the largest clients and software available on the market,Long working hours and low salary,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Perth, Western Australia, Australia",5.0,3.0,3.0,3.0,3.0,4.0,4.0
‘Great people to work with.’,Receptionist,"Nice people, friendly understanding management. Great office space",I had none as I was only employed as a fill-in while other receptionists were ill.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Perth, Western Australia, Australia",4.0,5.0,5.0,5.0,3.0,4.0,5.0
"‘Disappointing, not reflective of the Deloitte brand overall’",Senior Consultant,"Excellent office fitout, and some fantastic people within the different teams. Partnership team were absolutely lovely.","The actions of a few unfortunately positioned individuals affected the entire office environment, and promoted a micromanagement culture. ",Recommends working here: No,Rates salary as: Low,9 months ago,"Canberra ACT, Australia",1.0,3.0,1.0,4.0,2.0,1.0,2.0
‘A challenging role with plenty of benefits’,Senior Front End Developer,Opportunities to work with huge clients. Great name for your resume. Good team and friendly partners,"The work is HARD. If you want to get out by 5pm, you have to hustle to get everything done. This is the most mentally draining role I've had",Recommends working here: Yes,Rates salary as: High,1 year ago,"Melbourne VIC, Australia",5.0,3.0,4.0,4.0,4.0,5.0,4.0
‘It was a great opportunity and experience working with Deloitte.’,Experienced Analyst,Great for career development especially for those staring their careers in finance.,Working on tight deadlines and sometimes limited resources.,Recommends working here: Yes,Rates salary as: Low,3 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘An enlightening experience’,Manager,The Analysts and Senior Analysts were enthusiatic and keen to learn.,The competition between business units and individuals to ensure that their numbers were good drove particular behaviours that put the customer last. Directors were encouraged to treat other staff poorly.,Recommends working here: No,Rates salary as: Low,4 years ago,,1.0,1.0,2.0,1.0,2.0,4.0,1.0
‘The office is very good for new starters / grads. Lateral hires do face a lot of challenges as expectations are very high. The high expectations need to be commensurate with the benefits as well which is not the case. There is a lot of pressure to get thr’,Senior Analyst - Assurance And Advisory,Very diverse options for choosing your line of work.,"Perfection is demanded which can be hard to do on a consistent basis. You are expected to manage  Alot of on-the-job training plus engagement managements as well as technical deliverables. While you do learn a lot, mentally it does drain you.",Recommends working here: Yes,Rates salary as: Low,2 years ago,"Brisbane City, Queensland, Australia",4.0,2.0,4.0,3.0,2.0,3.0,4.0
‘Great learning environment with exciting challenges’,Project Coordinator,"Opportunities, training available, career enhancement","Long hours, trying to maintain a work/life balance",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Doncaster, Victoria, Australia",5.0,2.0,4.0,4.0,4.0,4.0,4.0
‘The best workplace in the world’,Analyst,Very friendly working environment and supportive management to staff career development.,Always work under pressure to meet targets but very rewarding for personal development,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Sydney, New South Wales, Australia",5.0,4.0,5.0,5.0,4.0,5.0,5.0
"‘Deloitte is such a company that every professional must work for for some time in their careers. It teaches you a lots of things, makes you more ambitious and makes you strive higher goals.’",Finance Business Partner,"Opportunities to learn and advance your career, inspiring colleagues.",Work pressure and competition is high in many areas.,Recommends working here: Yes,Rates salary as: High,1 year ago,Australia,5.0,5.0,5.0,4.0,4.0,5.0,5.0
‘Amazing graduate program’,Analyst,Set you up with the core competencies required for a strong career in accounting; adds gravitas to your CV; fantastic graduate program (an amazing experience),Salary is very low; they justify this based on the fact they pay for your CA; you will earn much more in market - do your time here though for the brand on your CV,Recommends working here: Yes,Rates salary as: Low,1 year ago,"Sydney NSW, Australia",5.0,5.0,5.0,5.0,3.0,3.0,5.0
‘Great Place to work for....’,Senior Consultant,"Good People, Good Brand, Good Projects",Work-life Balance,Recommends working here: Yes,Rates salary as: High,4 years ago,,5.0,3.0,5.0,5.0,4.0,5.0,5.0
"‘For technologist, Think your priorities before you jump in.’",Solutions Architect,"Access to resources, Consulting techniques and methods, CXO focused consulting opportunities ","No team culture, No good for technology folks as mostly recruited
For tactical requirements , technology career path is limited, No or limited mentorships
Or support to grow in new areas",Recommends working here: No,Rates salary as: High,1 year ago,Australia,3.0,3.0,2.0,2.0,4.0,3.0,3.0
‘Smart people but cut throat culture’,Risk Manager,Smart people who are interested in doing interesting things things with and for clients,"Cut throat culture, push people down to get to the top. Financial metrics are all that matter",Recommends working here: No,Rates salary as: Average,3 months ago,"Sydney NSW, Australia",3.0,1.0,2.0,2.0,3.0,4.0,3.0
‘Best time I had at work’,Analyst,Very good organization to work. Lot of growth opportunities,Moving to different departments,Recommends working here: Yes,Rates salary as: High,3 months ago,"NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Good for starting a career and suitable for people who are prone to challenges’,Senior Analyst,"Variety of projects,
Learning material & trainings,
Latest innovative ideas,
Like- minded people","Long work hours,
Pressure,
Constant learning requirement",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",4.0,2.0,3.0,3.0,3.0,3.0,3.0
‘Develop enough to leave on top.’,Manager,"Exposure to variety of work, professional development, quality of resources available.","Work life balance can be nonexistent, your area of the business may be disadvantaged to support a deal for another area of the business.",Recommends working here: Yes,Rates salary as: Low,1 year ago,"Melbourne VIC, Australia",5.0,1.0,3.0,2.0,1.0,3.0,3.0
‘Below average - compared to other Big 4.’,Withheld,Fairly innovative. Some fresh thinking. Energetic colleagues.,Poor leadership. Average management capability. Archaic systems.,Recommends working here: No,Rates salary as: Average,1 year ago,Australia,4.0,2.0,3.0,1.0,2.0,3.0,1.0
‘Met some amazing people’,Analyst,"The cultural diversity, the inspiring women program, making lifelong friends.",The hours were sometimes a challenge,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, Australia",5.0,3.0,4.0,3.0,5.0,5.0,4.0
‘It is not a good place to work for people who have lots of Australian experience’,SAP Senior Consultant,A good place for new graduated students.,Working with lack of experience people with no background of Australia project and Australian culture. The company has no future vision how to become a good Australian SAP Consulting company,Recommends working here: No,Rates salary as: Low,2 years ago,"Sydney, New South Wales, Australia",3.0,3.0,2.0,2.0,3.0,3.0,2.0
"‘Great, supprotive and fun company’",Personal Assistant,Equal opportunity and career development are acknowledged well and there is a great understanding of family-work life balance,Some of the IT infrastructure could be more up to date,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Melbourne, Victoria, 3000, Australia",5.0,5.0,4.0,5.0,4.0,5.0,5.0
"‘You can make of it what you want, it is limited only by the Partnership’",Client Manager,"Diversity of talented individuals you could work.  If you are lucky, you really will be able to make lifelong friends.",Budget - constantly limited in our push to grow the business as Partnership profits needed to be sustained at certain levels.,Recommends working here: Yes,Rates salary as: Low,4 years ago,,3.0,4.0,4.0,3.0,2.0,5.0,3.0
"‘Great company, hard work but well worth it’",Senior Consultant,"Highly motivated people, exciting work, great place to work","High expectations and pressure at times, can be put into difficult situations when partnered with lower performing team members",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Brisbane, Queensland, Australia",5.0,3.0,4.0,4.0,4.0,5.0,4.0
‘Keeping you focused and challenged’,Manager,"Smart people, variety of projects","Sales focus, internal competition",Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",4.0,3.0,5.0,5.0,3.0,5.0,5.0
"‘Fast paced learning environment,  poor effort to benefit ratio.’",Technology Consultant,The challenging and fast paced environment. ,No work life balance no matter what they preach.,Recommends working here: Yes,Rates salary as: Low,6 months ago,"Melbourne VIC, Australia",4.0,2.0,3.0,2.0,1.0,5.0,3.0
‘Not bad but not good’,Graduate Accountant,Work/life balance is good,"Definitely no career progression and if they have to pay for it, forget about it.",Recommends working here: No,Rates salary as: Average,2 years ago,"Sydney, New South Wales, Australia",1.0,5.0,3.0,3.0,1.0,5.0,3.0
‘Work hard and be rewarded... not the average 9 - 5 office job’,Senior Consultant,"The brand reputation, learning and development options, amazing parental leave entitlements (18 weeks paid leave for both men and women), free yoga, free snacks, nice office.",Be prepared to work hard - Deloitte expects the best and takes pride in their reputation. You won't be paid as much as your government clients.,Recommends working here: Yes,Rates salary as: Average,1 year ago,"Canberra ACT, Australia",4.0,5.0,5.0,4.0,4.0,5.0,5.0
‘It was a great place to learn about how business is done at the corporate level’,Senior Consultant,Tier 1 firm environment,Complex client issues,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Adelaide, South Australia, Australia",4.0,2.0,3.0,2.0,3.0,2.0,4.0
‘It wasn't an ideal experience.’,Client Manager,Flexible times. Part of a global firm. Good name to have on your CV.,"Bad leadership without foresight and experience.
Lack of working in harmony.",Recommends working here: No,Rates salary as: Low,4 years ago,"Sydney, New South Wales, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Good for 1-2 yrs after that run!’,Senior Analyst,Equal opportunity. Good for career start,"Terrible management 
No work life balance",Recommends working here: No,Rates salary as: Low,4 years ago,"Melbourne, Victoria, Australia",5.0,1.0,1.0,1.0,1.0,5.0,2.0
‘Experienced manager’,Manager,Work life balance assss,Client deadlines waww,Recommends working here: Yes,Rates salary as: Low,4 years ago,,3.0,4.0,3.0,4.0,2.0,4.0,3.0
‘N/a’,Manager,Opportunity to experience different projects over various industries,At times does not necessarily play to your strengths in the workplace,Recommends working here: Yes,Rates salary as: Low,4 years ago,"Melbourne, Victoria, Australia",4.0,3.0,4.0,4.0,3.0,4.0,4.0
‘I loved the colleagues who were supportive and respectful but unfortunately there were many who weren't and they were generally the Partners.’,Executive Assistant,Worked with amazing and supportive peers.,Still very much an old school hierarchical structure.,Recommends working here: No,Rates salary as: Average,3 months ago,"Sydney NSW, Australia",2.0,2.0,2.0,1.0,3.0,1.0,2.0
‘Learnt how to cope working in a difficult work environment.’,Senior Business Analyst,The technology available,"Toxic environment. 
Poor management.
Non-existent cross-functional communication.",Recommends working here: No,Rates salary as: Average,6 months ago,"Sydney NSW, Australia",2.0,2.0,1.0,1.0,1.0,2.0,1.0
‘Not an experience that I would recommend to anyone. ’,Manager,"Nothing was good except for the nice colleagues that you meet whilst working there, but they all leave too. ","Everything, there is nothing good about this employer. ",Recommends working here: No,Rates salary as: Low,1 year ago,"Melbourne VIC, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
"‘Many years of satisfactory employment, capped off with an extremely stressful 12 months’",SMSF Auditor,Opportunities to play to strengths,Some businesses within the firm may be poorly led,Recommends working here: No,Rates salary as: Average,3 years ago,National,3.0,2.0,2.0,2.0,4.0,5.0,3.0
‘Long hours alongside other smart people ’,Senior Analyst,"Some interesting projects, rotating teams, managers tend to care about your development","Promotions and pay progression are rigid, bureaucracy is a growing problem, some projects can be boring or repetitive",Recommends working here: Yes,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",2.0,3.0,5.0,4.0,3.0,4.0,4.0
‘Poor.’,Analyst,Constant training and multiple projects occurring at any time to provide broad exposure,Lack of staff and poor costing for projects by management and directors to which the staff both senior and graduates are expected to work harder for no compensation to deliver the promise to the client,Recommends working here: No,Rates salary as: Low,2 years ago,Australia,3.0,1.0,1.0,1.0,1.0,3.0,1.0
‘Great for your next career move or congrats if you work for a partner cares about your career growth in Deloitte’,Senior Consultant,Great company with lots of benefits,Sometimes you have to spend times doing very low level works just for the purpose of billing customer,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne, Victoria, Australia",4.0,4.0,4.0,3.0,3.0,5.0,3.0
‘Great learning in a dynamic cultural environment’,Manager,"Great learning & growth opportunities, possible to forge your own path into areas of interest",So many opportunities that it's easy to get lost into it! Important to set personal boundaries and manage your own career / priorities,Recommends working here: Yes,Rates salary as: Average,4 years ago,,5.0,3.0,4.0,3.0,2.0,5.0,4.0
"‘Wonderful people and culture, let down by pay and technical retention ’",Senior Consultant,People and culture. ,The promotion path for technical specialists doesn’t seem to keep pace with the traditional pathway. ,Recommends working here: Yes,Rates salary as: Low,3 months ago,"Perth WA, Australia",3.0,3.0,4.0,4.0,3.0,5.0,4.0
‘Most stressful time of my life. Enjoyed my team but think the firm is unethical in their expectations’,Senior Analyst,"CV branding
Development opportunity 
Exposure to varied client base and leadership
Calibre of colleagues","Work life balance
Salary very low",Recommends working here: No,Rates salary as: Low,6 months ago,"Perth WA, Australia",4.0,2.0,3.0,3.0,2.0,4.0,3.0
‘Not a nice experience and very rude staff except one.’,Administration Role,"Truly and utterly boring.
The reason why I left the position. I liked to be kept busy so you aren't clock watching.",What challenges. I got laid all the horrible jobs.,Recommends working here: No,Rates salary as: Average,1 year ago,"Alice Springs NT, Australia",4.0,2.0,1.0,1.0,4.0,2.0,1.0
‘CV builder not long term job’,Senior PM,The teams you work in are full of great people. Big 4 will always look good on your cv so if you can take the shot and the hours it's worth it for at least 3 years.,Work life balance. They will tell you they are great at work life balance but at the end of the day the aren't. Also the worst paid of the big 4. Compare with people who work in the others and you will quickly find out you are being paid peanuts,Recommends working here: Yes,Rates salary as: Low,2 years ago,Australia,5.0,1.0,3.0,3.0,2.0,4.0,3.0
"‘Lots of opportunity, but don't expect to get rewarded.’","Senior Consultant, Deloitte Digital","There are lots of opportunities to move around to new areas, so if you want to branch out, this is definitely encouraged and supported.","Pay is woeful. Trying to ask for industry salary is like pulling teeth, and the processes around pay are frankly draconian, encouraging people to not discuss pay so that you don't find out lateral hires are getting a lot more than you. Long-term employees get shifted around even if they can't do their job, and pointless processes persist in many areas.",Recommends working here: No,Rates salary as: Low,9 months ago,"Melbourne VIC, Australia",4.0,3.0,3.0,3.0,1.0,4.0,3.0
‘Nigjtmare’,Senior Consultant,"Colleagues, friday drinks",Delivery without information,Recommends working here: No,Rates salary as: Low,2 months ago,"Sydney NSW, Australia",1.0,1.0,1.0,1.0,1.0,4.0,1.0
‘Working with professional team and professional environment. ’,Manager. Cloud Data Architect,Professional Environment ,Workload is very high most of the time. ,Recommends working here: Yes,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",5.0,4.0,4.0,5.0,4.0,4.0,4.0
‘Fun place to work but the work itself was uninteresting. Pay was relatively low for Australia. ’,Management Consultant,The social aspect of working at Deloitte was like no other. I truly met so many people that I considered and still keep as friends. ,"Being in consulting, it was difficult to find and then get placed on to a project that was really interesting and that provided a good opportunity for growth. I also felt that the people there, particularly management, ranged from excellent to very poor in their capability as leaders. ",Recommends working here: No,Rates salary as: Low,2 months ago,"Melbourne Victoria, Australia",4.0,5.0,3.0,2.0,2.0,4.0,3.0
‘Mixed feeling’,Consulting,Great learning opportunities,Work culture wasn't as expected.,Recommends working here: Yes,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",4.0,4.0,3.0,3.0,3.0,3.0,3.0
"‘You join Deloitte for the name on your CV, not the money’",Manager,Different projects and industries,Being sold onto projects with no experience,Recommends working here: No,Rates salary as: Low,2 months ago,"Melbourne Victoria, Australië",1.0,1.0,1.0,1.0,1.0,2.0,1.0
‘Good for our career’,Taxation Consultant,"Career development, brand name opening up more opportunities",Groupism depending on the kind of people comprising the team,Recommends working here: Yes,Rates salary as: Low,2 months ago,"Sydney NSW, Australia",5.0,4.0,4.0,4.0,5.0,5.0,4.0
‘Poor experience. As a lateral there is minimal investment into growth and complete disregard of work life balance.’,Senior,Exposure to multiple industries and opportunities available to learn.,No work life balance. Very competitive. All I could see at director and above were people with broken personal lives.,Recommends working here: No,Rates salary as: Low,2 months ago,"Brisbane QLD, Australia",3.0,1.0,1.0,1.0,1.0,2.0,1.0
‘Great organisation that adapt to clients demands and drive change’,Consulting Director,Great balance between performance and people aspect,Adapt and build your internal network,Recommends working here: Yes,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",5.0,4.0,4.0,4.0,3.0,4.0,4.0
‘Backwards step in my career’,Manager,Leaving. Poor management leaving. ,"Working there. Poor management. Outdated systems. Lack of integration between systems. Siloed teams. Lack of opportunity to work on projects that interest you and your skill set. Lack of follow through on career goals. No real feedback from 'coaches' or peers, everyone just looking out for themselves and throwing you under the bus without a chance to recover. ",Recommends working here: No,Rates salary as: Average,2 months ago,"Brisbane QLD, Australia",4.0,2.0,2.0,2.0,2.0,2.0,2.0
‘Smoke and mirrors.’,Senior Test Manager,You have all the technology/resources at your finger tips to do your work.,You talk about work/life balance when in reality people are working 50-60 hours per week on a regular basis without being paid or acknowledged.,Recommends working here: No,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",4.0,1.0,1.0,1.0,4.0,3.0,1.0
"‘Have worked for Deloitte near 2 years, have enjoyed every moment of it’",Personal Assistant,Culture and work environment,"None at the moment, but theres alot of support from staff members which help challenges seem unnoticeable ",Recommends working here: Yes,Rates salary as: Average,2 months ago,"Perth WA, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Exhausting ’,Audit Role Senior,Diverse workforce culturally ,Work life balance due to long working hours,Recommends working here: No,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",3.0,1.0,1.0,3.0,1.0,3.0,2.0
‘Only partners get a pay day’,Analyst,You can work on interesting projects,A mean and greedy structure that is good for partners and no one else,Recommends working here: No,Rates salary as: Low,2 months ago,"Melbourne VIC, Australia",2.0,3.0,1.0,1.0,1.0,5.0,2.0
"‘Fantastic, dynamic, fast paced and supportive experience working at Deloitte.’",Information Technology Manager,"Positive, supportive and harmonious workplace.",No challenges or difficulties.,Recommends working here: Yes,Rates salary as: Average,2 months ago,"Melbourne VIC, Australia",5.0,5.0,5.0,5.0,4.0,5.0,5.0
"‘Follow the right team, and the right project/’",Manager,"Just like any consulting company, it's more important of which team (partners) you join.  And lucky for me, DPE is one of the great teams you can find.","No challenge, life is too easy",Recommends working here: Yes,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
"‘Great place to work, great people, strong brand.’",Principal,Opportunities to work overseas; great people to work with; good clients and interesting projects.,Like any Big 4 firm there is a need to be constantly selling yourself internally. I find this a bit draining.,Recommends working here: Yes,Rates salary as: High,2 months ago,"Melbourne VIC, Australia",4.0,5.0,5.0,4.0,5.0,5.0,5.0
‘Not worthy ’,Senior Consultant,The exposure to different industries ,Work life balance is the worst and dealing with egocentric partners and managers,Recommends working here: No,Rates salary as: Low,2 months ago,"Sydney NSW, Australia",1.0,1.0,1.0,1.0,1.0,2.0,1.0
‘Not good but not bad either’,Manager,"Good offices, nice locations","Bad Middle Management (Directors), Teams operate in silos as Partners run their businesses with their own culture and values which might be different from what the company stands for at an overall level",Recommends working here: No,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",3.0,1.0,3.0,4.0,3.0,4.0,3.0
"‘Good learning opportunities, good culture, low pay, typical of partnership structure. ’",Analyst,"Excellent and established flexible work practices, even for juniors. ",It sometimes feels as though only one kind of person can be successful. ,Recommends working here: Yes,Rates salary as: Average,2 months ago,"Brisbane QLD, Australia",3.0,1.0,5.0,3.0,4.0,4.0,3.0
‘Disgusting ’,Senior Auditor,Nothing at all was good.,"Terrible treatment by senior management, terrible HR department. ",Recommends working here: No,Rates salary as: Low,2 months ago,"Brisbane QLD, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Not impressed’,Senior Analyst,Work with good peers,Deal with incompetent management,Recommends working here: No,Rates salary as: Average,2 months ago,"Sydney NSW, Australia",1.0,3.0,1.0,1.0,3.0,1.0,1.0
‘They treat people with a total lack of respect’,Manager,None,Turning up was the biggest challenge.,Recommends working here: No,Rates salary as: Low,4 years ago,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"‘A good place for a graduate or young person, but if you have a family , think it twice to work in here.’",Consultant,Got maternity leave for 4 months,Proofing your skills with many people.,Recommends working here: No,Rates salary as: Low,2 months ago,"Sydney NSW, Australia",1.0,1.0,1.0,3.0,2.0,5.0,2.0
‘Very difficult to thrive if you're coming in as a senior consultant.’,Senior Consultant, Good learning experience with a major Big Four player.,Lack of support and structure for outsiders coming into the firm with no Big Four or financial services/consultancy background. ,Recommends working here: No,Rates salary as: Average,3 months ago,"Sydney NSW, Australia",3.0,3.0,2.0,2.0,1.0,2.0,2.0
"‘Good only if you want to specialise, bad for learning’",Business Analyst,"Events
You get to see how a huge organisation works
Good networking and facilities","Lack of opportunities
Limited career development to grow horizontally - boxes you in something fairly quick
Occassional toxic culture and lack of equal opportunity, unlike what they proclaim to be the ""best"" at.
Almost like a frat - they groom grads and treat them miles better than lateral hires, as if that's the only route the partner ",Recommends working here: Yes,Rates salary as: Low,2 months ago,"Sydney NSW, Australia",2.0,4.0,2.0,3.0,4.0,3.0,3.0
‘Positive you are only held back by your ability and willingness to learn’,Consultant,Great place to work and develop your skills in a positive and supportive environment ,Can be overly competitive as you progress your career,Recommends working here: Yes,Rates salary as: Average,1 month ago,Australia,5.0,5.0,5.0,5.0,3.0,5.0,5.0
‘A shallow company that talks a much better game than it plays’,Consulting Lead,Interesting work at Client sites but they type of work is determined more by consultant availability than by client requirements or skills required,Pay is well below par with no bonus structures in play. Expected to work significant hours in addition to client time with little to no consideration to family life.  Have not seen one discussion about staff development or client satisfaction - focus is just on sales and revenue.,Recommends working here: No,Rates salary as: Low,2 months ago,"Perth WA, Australia",2.0,1.0,1.0,1.0,1.0,4.0,1.0
‘Ok but no work life balance and is stressfull’,Senior Analyst,Diverse clients and learning opportunities,Nil work Life balance and highly stressful,Recommends working here: No,Rates salary as: Low,2 months ago,"Adelaide SA, Australia",5.0,1.0,3.0,2.0,2.0,4.0,3.0
‘You need to be strong for you’,Personal Assistant,Lucky if you get good Partners that support you as a person and your professional development,"Poor people managment from practice manager, wants everyone in the same box.",Recommends working here: No,Rates salary as: Low,3 months ago,"Melbourne VIC, Australia",2.0,2.0,2.0,1.0,2.0,2.0,2.0
‘Opportunities for development but lacking in other areas ’,Director,Great opportunity for development and progression ,"Poor work life balance. 
Lip service to mental health. 
Average to poor salary",Recommends working here: Yes,Rates salary as: Low,2 months ago,"Melbourne VIC, Australia",5.0,3.0,3.0,4.0,3.0,4.0,4.0
"‘Overwhelming, hard work but looks good on your resume’",Analyst,Good people and exposure to high profile clients,Unrealistic expectations from clients and higher management. ,Recommends working here: No,Rates salary as: Low,2 months ago,"Melbourne VIC, Australia",4.0,2.0,2.0,2.0,4.0,5.0,3.0
‘Some advantages but many more disadvantages’,Contractor,Experience looks great on Resume,No work life balance whatsoever,Recommends working here: No,Rates salary as: Average,1 year ago,"Melbourne VIC, Australia",4.0,1.0,1.0,3.0,1.0,4.0,2.0
‘Average’,PA,Great work life balance,Been here for about five years but have never gotten a pay rise,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Perth, Western Australia, Australia",4.0,5.0,3.0,3.0,4.0,3.0,4.0
"‘Perfect place for work, family life balance’",IT Consultant,Great place and great culture,Great place and great culture,Recommends working here: Yes,Rates salary as: High,4 years ago,"Melbourne, Victoria, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Demanding but rewarding’,Consultant,Potential to grow,Multitasking,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",5.0,5.0,5.0,5.0,5.0,5.0,5.0
‘Good’,SAP EAM / PM Functional Consultant,"Staff is good

dfasfas
ddas
fas
fasd
f","Management behavior


dfadsf
sdf
afd
saf
as",Recommends working here: Yes,Rates salary as: Average,2 years ago,"Sydney, New South Wales, Australia",4.0,4.0,4.0,1.0,2.0,3.0,4.0
‘Dead end role on dead end project’,Analyst,Company Christmas party is the best,Getting recognition for contributions,Recommends working here: No,Rates salary as: Average,4 years ago,"Sydney, New South Wales, Australia",1.0,3.0,3.0,1.0,4.0,4.0,1.0
‘Opportunities’,Senior Auditor,It's a world of opportunities,To learn about different kind of companies,Recommends working here: Yes,Rates salary as: Average,4 years ago,"Sydney, Nueva Gales del Sur, Australia",5.0,4.0,5.0,5.0,5.0,5.0,5.0
‘A complete waste of 10 weeks of my life’,Client Risk Manager - Forensic Services,Some good people but not much else,Consultant methodology,Recommends working here: No,Rates salary as: Average,2 years ago,"Brisbane City, Queensland, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘Worst of my career’,Senior Consultant,Nothing to say.The Worst decision i made to chose them,Management is full of politicians,Recommends working here: No,Rates salary as: Low,6 months ago,"Melbourne VIC, Australia",1.0,1.0,1.0,1.0,1.0,1.0,1.0
‘It was a good time.’,Consultant,Its truly a world class organisation. You know it.,Life is extremely difficult when you work in a Big 4.,Recommends working here: Yes,Rates salary as: Average,2 years ago,"Melbourne VIC, Australia",2.0,1.0,4.0,4.0,4.0,4.0,4.0
"‘A toxic work environment, to which I have never looked back.’",Senior Analyst,Colleagues in team at the same level were very skilled and good to work with.,"Management were not skilled, relied heavily on staff at lower levels. Staff at lower levels were not rewarded for additional effort or even recognised for good work.",Recommends working here: No,Rates salary as: Low,4 years ago,,3.0,2.0,1.0,1.0,2.0,3.0,1.0
‘It was horrible.’,Manager Consulting,Nothing that I came across.,"Yes, in terms of reaching out to your management is a major challenge here, all bluff, nothing real.",Recommends working here: No,Rates salary as: Average,1 year ago,"Sydney NSW, Australia",1.0,3.0,1.0,1.0,1.0,1.0,1.0
‘No people management’,Senior Consultant,I couldn’t be bothered writing this. Use the ratings above for your stats,I couldn’t be bothered writing this. Use the ratings above for your stats,Recommends working here: No,Rates salary as: Low,2 years ago,"Perth WA, Australia",2.0,3.0,4.0,1.0,3.0,4.0,2.0
